category,query_id,video_id,timestamp,frame_idx,detection_id,track_id,full_query,automatic_anchor,detector_prompt,detector_score,detector_bbox,sam_bbox,sam_mask_area,siglip_bbox_score,siglip_masked_score,expected_color,color_score,center_x_norm,center_y_norm,speed,context_png,bbox_crop_png,sam_mask_png,masked_crop_png,combined_debug_png
object,q065,video_08,1.000,30,1,1,a person wearing yellow shorts,,a person wearing yellow shorts,0.2787158191204071,"32.4,65.8,45.0,77.4","33.0,67.0,45.0,77.0",97,0.09133920073509216,0.07054837048053741,yellow,0.030927835032343864,0.1208729863166809,0.2982634544372559,0.0002456615059504074,outputs/frame_checks/object/q065/q065_t0001.00_det01_context.png,outputs/frame_checks/object/q065/q065_t0001.00_det01_bbox_crop.png,outputs/frame_checks/object/q065/q065_t0001.00_det01_sam_mask.png,outputs/frame_checks/object/q065/q065_t0001.00_det01_masked_crop.png,outputs/frame_checks/object/q065/q065_t0001.00_det01_debug.png
object,q065,video_08,3.500,105,1,1,a person wearing yellow shorts,,a person wearing yellow shorts,0.26860475540161133,"32.4,65.8,44.9,77.4","33.0,67.0,45.0,77.0",99,0.09842494130134583,0.06497115641832352,yellow,0.020202020183205605,0.12077690958976746,0.29832332928975425,0.00037938691120513457,outputs/frame_checks/object/q065/q065_t0003.50_det01_context.png,outputs/frame_checks/object/q065/q065_t0003.50_det01_bbox_crop.png,outputs/frame_checks/object/q065/q065_t0003.50_det01_sam_mask.png,outputs/frame_checks/object/q065/q065_t0003.50_det01_masked_crop.png,outputs/frame_checks/object/q065/q065_t0003.50_det01_debug.png
object,q065,video_08,4.500,135,1,2,a person wearing yellow shorts,,a person wearing yellow shorts,0.5217700004577637,"166.8,82.8,214.0,172.2","168.0,84.0,212.0,172.0",1487,0.02525041252374649,0.031503502279520035,yellow,0.0,0.5950843095779419,0.5311840534210205,,outputs/frame_checks/object/q065/q065_t0004.50_det01_context.png,outputs/frame_checks/object/q065/q065_t0004.50_det01_bbox_crop.png,outputs/frame_checks/object/q065/q065_t0004.50_det01_sam_mask.png,outputs/frame_checks/object/q065/q065_t0004.50_det01_masked_crop.png,outputs/frame_checks/object/q065/q065_t0004.50_det01_debug.png
object,q065,video_08,5.000,150,1,3,a person wearing yellow shorts,,a person wearing yellow shorts,0.2632184326648712,"32.4,65.8,44.9,77.3","33.0,67.0,45.0,77.0",95,0.0989929661154747,0.06460533291101456,yellow,0.05263157933950424,0.12084740400314331,0.2981218020121256,,outputs/frame_checks/object/q065/q065_t0005.00_det01_context.png,outputs/frame_checks/object/q065/q065_t0005.00_det01_bbox_crop.png,outputs/frame_checks/object/q065/q065_t0005.00_det01_sam_mask.png,outputs/frame_checks/object/q065/q065_t0005.00_det01_masked_crop.png,outputs/frame_checks/object/q065/q065_t0005.00_det01_debug.png
object,q065,video_08,5.500,165,1,4,a person wearing yellow shorts,,a person wearing yellow shorts,0.2619379758834839,"178.6,91.5,203.4,109.9","180.0,91.0,202.0,110.0",255,0.07129784673452377,-0.031009120866656303,yellow,0.0,0.5967764854431152,0.41950154304504395,,outputs/frame_checks/object/q065/q065_t0005.50_det01_context.png,outputs/frame_checks/object/q065/q065_t0005.50_det01_bbox_crop.png,outputs/frame_checks/object/q065/q065_t0005.50_det01_sam_mask.png,outputs/frame_checks/object/q065/q065_t0005.50_det01_masked_crop.png,outputs/frame_checks/object/q065/q065_t0005.50_det01_debug.png
object,q065,video_08,8.500,255,1,8,a person wearing yellow shorts,,a person wearing yellow shorts,0.5911553502082825,"173.4,47.0,202.8,130.4","177.0,48.0,201.0,129.0",1166,0.056878577917814255,0.061377134174108505,yellow,0.0,0.5877394199371337,0.36960479418436687,,outputs/frame_checks/object/q065/q065_t0008.50_det01_context.png,outputs/frame_checks/object/q065/q065_t0008.50_det01_bbox_crop.png,outputs/frame_checks/object/q065/q065_t0008.50_det01_sam_mask.png,outputs/frame_checks/object/q065/q065_t0008.50_det01_masked_crop.png,outputs/frame_checks/object/q065/q065_t0008.50_det01_debug.png
object,q065,video_08,10.000,300,1,9,a person wearing yellow shorts,,a person wearing yellow shorts,0.2702217698097229,"32.4,65.8,44.8,77.3","33.0,67.0,45.0,77.0",97,0.10595829784870148,0.07158338278532028,yellow,0.06185567006468773,0.12068479657173156,0.29825085004170737,0.0001844652097973273,outputs/frame_checks/object/q065/q065_t0010.00_det01_context.png,outputs/frame_checks/object/q065/q065_t0010.00_det01_bbox_crop.png,outputs/frame_checks/object/q065/q065_t0010.00_det01_sam_mask.png,outputs/frame_checks/object/q065/q065_t0010.00_det01_masked_crop.png,outputs/frame_checks/object/q065/q065_t0010.00_det01_debug.png
object,q065,video_08,12.000,360,1,10,a person wearing yellow shorts,,a person wearing yellow shorts,0.3168950378894806,"182.4,95.4,198.5,112.7","184.0,96.0,198.0,113.0",164,0.0704287737607956,-0.03342265635728836,yellow,0.0,0.5952500820159912,0.4334286689758301,,outputs/frame_checks/object/q065/q065_t0012.00_det01_context.png,outputs/frame_checks/object/q065/q065_t0012.00_det01_bbox_crop.png,outputs/frame_checks/object/q065/q065_t0012.00_det01_sam_mask.png,outputs/frame_checks/object/q065/q065_t0012.00_det01_masked_crop.png,outputs/frame_checks/object/q065/q065_t0012.00_det01_debug.png
object,q065,video_08,14.500,435,1,14,a person wearing yellow shorts,,a person wearing yellow shorts,0.27671295404434204,"182.8,95.7,198.5,113.0","184.0,96.0,198.0,113.0",161,0.061308711767196655,-0.054130539298057556,yellow,0.0,0.5957913398742676,0.43472065925598147,,outputs/frame_checks/object/q065/q065_t0014.50_det01_context.png,outputs/frame_checks/object/q065/q065_t0014.50_det01_bbox_crop.png,outputs/frame_checks/object/q065/q065_t0014.50_det01_sam_mask.png,outputs/frame_checks/object/q065/q065_t0014.50_det01_masked_crop.png,outputs/frame_checks/object/q065/q065_t0014.50_det01_debug.png
object,q065,video_08,17.000,510,1,15,a person wearing yellow shorts,,a person wearing yellow shorts,0.2658156156539917,"32.4,65.8,44.8,77.3","33.0,67.0,45.0,77.0",95,0.09305846691131592,0.07606035470962524,yellow,0.021052632480859756,0.12065160870552064,0.2982098420461019,0.0002903008126068029,outputs/frame_checks/object/q065/q065_t0017.00_det01_context.png,outputs/frame_checks/object/q065/q065_t0017.00_det01_bbox_crop.png,outputs/frame_checks/object/q065/q065_t0017.00_det01_sam_mask.png,outputs/frame_checks/object/q065/q065_t0017.00_det01_masked_crop.png,outputs/frame_checks/object/q065/q065_t0017.00_det01_debug.png
object,q065,video_08,20.000,600,1,16,a person wearing yellow shorts,,a person wearing yellow shorts,0.6050421595573425,"173.6,51.1,206.1,130.2","175.0,52.0,204.0,128.0",1365,0.05203694477677345,0.06789353489875793,yellow,0.0,0.5932220220565796,0.3777401049931844,,outputs/frame_checks/object/q065/q065_t0020.00_det01_context.png,outputs/frame_checks/object/q065/q065_t0020.00_det01_bbox_crop.png,outputs/frame_checks/object/q065/q065_t0020.00_det01_sam_mask.png,outputs/frame_checks/object/q065/q065_t0020.00_det01_masked_crop.png,outputs/frame_checks/object/q065/q065_t0020.00_det01_debug.png
object,q065,video_08,21.000,630,1,17,a person wearing yellow shorts,,a person wearing yellow shorts,0.2592187821865082,"32.4,65.8,44.8,77.4","33.0,67.0,45.0,77.0",96,0.10007400065660477,0.07754059135913849,yellow,0.0520833320915699,0.1207436740398407,0.2982892672220866,0.000272609824129674,outputs/frame_checks/object/q065/q065_t0021.00_det01_context.png,outputs/frame_checks/object/q065/q065_t0021.00_det01_bbox_crop.png,outputs/frame_checks/object/q065/q065_t0021.00_det01_sam_mask.png,outputs/frame_checks/object/q065/q065_t0021.00_det01_masked_crop.png,outputs/frame_checks/object/q065/q065_t0021.00_det01_debug.png
object,q065,video_08,22.000,660,1,18,a person wearing yellow shorts,,a person wearing yellow shorts,0.295181006193161,"185.7,135.7,218.0,160.9","186.0,138.0,217.0,160.0",266,0.08933020383119583,-0.09569531679153442,yellow,0.0,0.6308645009994507,0.6179014523824056,0.1742736618760217,outputs/frame_checks/object/q065/q065_t0022.00_det01_context.png,outputs/frame_checks/object/q065/q065_t0022.00_det01_bbox_crop.png,outputs/frame_checks/object/q065/q065_t0022.00_det01_sam_mask.png,outputs/frame_checks/object/q065/q065_t0022.00_det01_masked_crop.png,outputs/frame_checks/object/q065/q065_t0022.00_det01_debug.png
object,q065,video_08,0.000,0,1,1,a person wearing yellow shorts,,a person wearing yellow shorts,0.29013827443122864,"32.3,65.7,44.9,77.4","33.0,67.0,45.0,77.0",98,0.09356602281332016,0.06193620711565018,yellow,0.030612245202064514,0.12070245146751404,0.29831183751424156,,outputs/frame_checks/object/q065/q065_t0000.00_det01_context.png,outputs/frame_checks/object/q065/q065_t0000.00_det01_bbox_crop.png,outputs/frame_checks/object/q065/q065_t0000.00_det01_sam_mask.png,outputs/frame_checks/object/q065/q065_t0000.00_det01_masked_crop.png,outputs/frame_checks/object/q065/q065_t0000.00_det01_debug.png
object,q065,video_08,46.000,1380,1,24,a person wearing yellow shorts,,a person wearing yellow shorts,0.2680014967918396,"32.4,65.8,44.9,77.2","33.0,67.0,45.0,77.0",95,0.09567609429359436,0.08248628675937653,yellow,0.05263157933950424,0.12073009610176086,0.29800492922465005,0.00034616676222586003,outputs/frame_checks/object/q065/q065_t0046.00_det01_context.png,outputs/frame_checks/object/q065/q065_t0046.00_det01_bbox_crop.png,outputs/frame_checks/object/q065/q065_t0046.00_det01_sam_mask.png,outputs/frame_checks/object/q065/q065_t0046.00_det01_masked_crop.png,outputs/frame_checks/object/q065/q065_t0046.00_det01_debug.png
object,q065,video_08,0.500,15,1,1,a person wearing yellow shorts,,a person wearing yellow shorts,0.2890365719795227,"32.4,65.8,44.9,77.4","33.0,67.0,45.0,77.0",96,0.09202739596366882,0.06683018058538437,yellow,0.03125,0.12075096368789673,0.2982493877410889,0.0001581570067152069,outputs/frame_checks/object/q065/q065_t0000.50_det01_context.png,outputs/frame_checks/object/q065/q065_t0000.50_det01_bbox_crop.png,outputs/frame_checks/object/q065/q065_t0000.50_det01_sam_mask.png,outputs/frame_checks/object/q065/q065_t0000.50_det01_masked_crop.png,outputs/frame_checks/object/q065/q065_t0000.50_det01_debug.png
object,q065,video_08,75.000,2250,1,26,a person wearing yellow shorts,,a person wearing yellow shorts,0.2536580562591553,"32.4,65.8,44.9,77.3","33.0,67.0,45.0,77.0",94,0.09931670874357224,0.06629815697669983,yellow,0.05319149047136307,0.12078438997268677,0.29806283315022786,0.0004966852677408415,outputs/frame_checks/object/q065/q065_t0075.00_det01_context.png,outputs/frame_checks/object/q065/q065_t0075.00_det01_bbox_crop.png,outputs/frame_checks/object/q065/q065_t0075.00_det01_sam_mask.png,outputs/frame_checks/object/q065/q065_t0075.00_det01_masked_crop.png,outputs/frame_checks/object/q065/q065_t0075.00_det01_debug.png
object,q065,video_08,80.500,2415,1,27,a person wearing yellow shorts,,a person wearing yellow shorts,0.419128954410553,"177.8,28.8,188.6,35.0","178.0,30.0,188.0,34.0",36,0.0952242761850357,0.08513303101062775,yellow,0.0833333358168602,0.5725408315658569,0.13304932514826456,,outputs/frame_checks/object/q065/q065_t0080.50_det01_context.png,outputs/frame_checks/object/q065/q065_t0080.50_det01_bbox_crop.png,outputs/frame_checks/object/q065/q065_t0080.50_det01_sam_mask.png,outputs/frame_checks/object/q065/q065_t0080.50_det01_masked_crop.png,outputs/frame_checks/object/q065/q065_t0080.50_det01_debug.png
object,q065,video_08,81.000,2430,1,27,a person wearing yellow shorts,,a person wearing yellow shorts,0.4514728784561157,"175.4,29.0,186.8,38.8","176.0,30.0,186.0,38.0",73,0.09271636605262756,0.09716209769248962,yellow,0.13698630034923553,0.5660337686538697,0.1411267638206482,0.020744819425261657,outputs/frame_checks/object/q065/q065_t0081.00_det01_context.png,outputs/frame_checks/object/q065/q065_t0081.00_det01_bbox_crop.png,outputs/frame_checks/object/q065/q065_t0081.00_det01_sam_mask.png,outputs/frame_checks/object/q065/q065_t0081.00_det01_masked_crop.png,outputs/frame_checks/object/q065/q065_t0081.00_det01_debug.png
object,q065,video_08,82.000,2460,1,27,a person wearing yellow shorts,,a person wearing yellow shorts,0.6203764081001282,"172.8,28.9,190.6,62.2","174.0,30.0,190.0,61.0",289,0.12839987874031067,0.14728838205337524,yellow,0.024221453815698624,0.5677402496337891,0.18978744347890217,0.06367427892003504,outputs/frame_checks/object/q065/q065_t0082.00_det01_context.png,outputs/frame_checks/object/q065/q065_t0082.00_det01_bbox_crop.png,outputs/frame_checks/object/q065/q065_t0082.00_det01_sam_mask.png,outputs/frame_checks/object/q065/q065_t0082.00_det01_masked_crop.png,outputs/frame_checks/object/q065/q065_t0082.00_det01_debug.png
object,q065,video_08,82.500,2475,1,27,a person wearing yellow shorts,,a person wearing yellow shorts,0.6638164520263672,"172.6,29.8,193.8,69.0","173.0,30.0,191.0,68.0",405,0.15193215012550354,0.09714144468307495,yellow,0.0,0.572554349899292,0.20580340623855592,0.0334476680493532,outputs/frame_checks/object/q065/q065_t0082.50_det01_context.png,outputs/frame_checks/object/q065/q065_t0082.50_det01_bbox_crop.png,outputs/frame_checks/object/q065/q065_t0082.50_det01_sam_mask.png,outputs/frame_checks/object/q065/q065_t0082.50_det01_masked_crop.png,outputs/frame_checks/object/q065/q065_t0082.50_det01_debug.png
object,q065,video_08,83.000,2490,1,27,a person wearing yellow shorts,,a person wearing yellow shorts,0.6806693077087402,"173.4,28.3,195.1,76.3","175.0,30.0,194.0,76.0",542,0.16333208978176117,0.145623117685318,yellow,0.04612546041607857,0.5758932828903198,0.21796467304229736,0.02522259969078188,outputs/frame_checks/object/q065/q065_t0083.00_det01_context.png,outputs/frame_checks/object/q065/q065_t0083.00_det01_bbox_crop.png,outputs/frame_checks/object/q065/q065_t0083.00_det01_sam_mask.png,outputs/frame_checks/object/q065/q065_t0083.00_det01_masked_crop.png,outputs/frame_checks/object/q065/q065_t0083.00_det01_debug.png
object,q065,video_08,83.500,2505,1,27,a person wearing yellow shorts,,a person wearing yellow shorts,0.7398346662521362,"172.0,28.3,195.1,83.1","173.0,30.0,194.0,83.0",654,0.1539795845746994,0.13620223104953766,yellow,0.03363914415240288,0.5735758066177368,0.2321170965830485,0.028681826186684304,outputs/frame_checks/object/q065/q065_t0083.50_det01_context.png,outputs/frame_checks/object/q065/q065_t0083.50_det01_bbox_crop.png,outputs/frame_checks/object/q065/q065_t0083.50_det01_sam_mask.png,outputs/frame_checks/object/q065/q065_t0083.50_det01_masked_crop.png,outputs/frame_checks/object/q065/q065_t0083.50_det01_debug.png
object,q065,video_08,84.000,2520,1,27,a person wearing yellow shorts,,a person wearing yellow shorts,0.7621349692344666,"171.8,30.4,199.1,88.1","173.0,31.0,198.0,87.0",788,0.13867294788360596,0.1304396688938141,yellow,0.10025380551815033,0.579448938369751,0.24678418238957722,0.03159854950041814,outputs/frame_checks/object/q065/q065_t0084.00_det01_context.png,outputs/frame_checks/object/q065/q065_t0084.00_det01_bbox_crop.png,outputs/frame_checks/object/q065/q065_t0084.00_det01_sam_mask.png,outputs/frame_checks/object/q065/q065_t0084.00_det01_masked_crop.png,outputs/frame_checks/object/q065/q065_t0084.00_det01_debug.png
object,q065,video_08,85.000,2550,1,27,a person wearing yellow shorts,,a person wearing yellow shorts,0.8089524507522583,"166.7,39.3,203.8,106.3","169.0,40.0,203.0,106.0",918,0.13172349333763123,0.1272127479314804,yellow,0.07516340166330338,0.5787582397460938,0.30333842436472574,0.031870976356842974,outputs/frame_checks/object/q065/q065_t0085.00_det01_context.png,outputs/frame_checks/object/q065/q065_t0085.00_det01_bbox_crop.png,outputs/frame_checks/object/q065/q065_t0085.00_det01_sam_mask.png,outputs/frame_checks/object/q065/q065_t0085.00_det01_masked_crop.png,outputs/frame_checks/object/q065/q065_t0085.00_det01_debug.png
object,q065,video_08,85.500,2565,1,27,a person wearing yellow shorts,,a person wearing yellow shorts,0.8314383029937744,"162.1,42.0,203.7,107.6","166.0,43.0,203.0,107.0",1049,0.12668846547603607,0.11213347315788269,yellow,0.061010487377643585,0.5716416120529175,0.3116559584935506,0.02189317370391502,outputs/frame_checks/object/q065/q065_t0085.50_det01_context.png,outputs/frame_checks/object/q065/q065_t0085.50_det01_bbox_crop.png,outputs/frame_checks/object/q065/q065_t0085.50_det01_sam_mask.png,outputs/frame_checks/object/q065/q065_t0085.50_det01_masked_crop.png,outputs/frame_checks/object/q065/q065_t0085.50_det01_debug.png
object,q065,video_08,90.000,2700,1,27,a person wearing yellow shorts,,a person wearing yellow shorts,0.8227009773254395,"171.4,42.9,201.4,108.4","172.0,44.0,200.0,107.0",1021,0.15170782804489136,0.14872799813747406,yellow,0.07541625946760178,0.5824444770812989,0.31516869068145753,0.08264490968464801,outputs/frame_checks/object/q065/q065_t0090.00_det01_context.png,outputs/frame_checks/object/q065/q065_t0090.00_det01_bbox_crop.png,outputs/frame_checks/object/q065/q065_t0090.00_det01_sam_mask.png,outputs/frame_checks/object/q065/q065_t0090.00_det01_masked_crop.png,outputs/frame_checks/object/q065/q065_t0090.00_det01_debug.png
object,q065,video_08,91.500,2745,1,27,a person wearing yellow shorts,,a person wearing yellow shorts,0.8185314536094666,"171.1,42.7,201.2,108.5","172.0,44.0,200.0,107.0",1038,0.15184710919857025,0.16660039126873016,yellow,0.07707129418849945,0.5818370580673218,0.314885679880778,0.08210836333312126,outputs/frame_checks/object/q065/q065_t0091.50_det01_context.png,outputs/frame_checks/object/q065/q065_t0091.50_det01_bbox_crop.png,outputs/frame_checks/object/q065/q065_t0091.50_det01_sam_mask.png,outputs/frame_checks/object/q065/q065_t0091.50_det01_masked_crop.png,outputs/frame_checks/object/q065/q065_t0091.50_det01_debug.png
object,q065,video_08,149.500,4485,1,29,a person wearing yellow shorts,,a person wearing yellow shorts,0.26115724444389343,"32.3,65.8,44.8,77.3","33.0,67.0,45.0,77.0",98,0.09070055931806564,0.06797268986701965,yellow,0.0,0.12048277258872986,0.2981902281443278,,outputs/frame_checks/object/q065/q065_t0149.50_det01_context.png,outputs/frame_checks/object/q065/q065_t0149.50_det01_bbox_crop.png,outputs/frame_checks/object/q065/q065_t0149.50_det01_sam_mask.png,outputs/frame_checks/object/q065/q065_t0149.50_det01_masked_crop.png,outputs/frame_checks/object/q065/q065_t0149.50_det01_debug.png
object,q065,video_08,177.500,5325,1,30,a person wearing yellow shorts,,a person wearing yellow shorts,0.8661577701568604,"170.9,48.9,198.8,118.0","172.0,50.0,197.0,117.0",916,0.13828998804092407,0.1466187834739685,yellow,0.0982532724738121,0.5777315616607666,0.3476476828257243,0.10538217258181042,outputs/frame_checks/object/q065/q065_t0177.50_det01_context.png,outputs/frame_checks/object/q065/q065_t0177.50_det01_bbox_crop.png,outputs/frame_checks/object/q065/q065_t0177.50_det01_sam_mask.png,outputs/frame_checks/object/q065/q065_t0177.50_det01_masked_crop.png,outputs/frame_checks/object/q065/q065_t0177.50_det01_debug.png
object,q065,video_08,224.500,6735,1,31,a person wearing yellow shorts,,a person wearing yellow shorts,0.2776133120059967,"32.4,65.8,44.9,77.4","33.0,67.0,45.0,77.0",98,0.09720716625452042,0.05845789983868599,yellow,0.051020409911870956,0.1208901822566986,0.2982900778452555,3.542295787036699e-05,outputs/frame_checks/object/q065/q065_t0224.50_det01_context.png,outputs/frame_checks/object/q065/q065_t0224.50_det01_bbox_crop.png,outputs/frame_checks/object/q065/q065_t0224.50_det01_sam_mask.png,outputs/frame_checks/object/q065/q065_t0224.50_det01_masked_crop.png,outputs/frame_checks/object/q065/q065_t0224.50_det01_debug.png
test_new_architecture_object,q002,video_01,0.000,0,1,1,a cyclist,,a cyclist,0.36869993805885315,"588.0,304.1,605.6,332.7","591.0,308.0,602.0,333.0",224,0.0913255512714386,0.060620784759521484,,,0.46626710891723633,0.4421720292833116,,outputs/frame_checks/test_new_architecture_object/q002/q002_t0000.00_det01_context.png,outputs/frame_checks/test_new_architecture_object/q002/q002_t0000.00_det01_bbox_crop.png,outputs/frame_checks/test_new_architecture_object/q002/q002_t0000.00_det01_sam_mask.png,outputs/frame_checks/test_new_architecture_object/q002/q002_t0000.00_det01_masked_crop.png,outputs/frame_checks/test_new_architecture_object/q002/q002_t0000.00_det01_debug.png
test_new_architecture_object,q003,video_01,0.000,0,1,1,a yellow car,,a yellow car,0.292517751455307,"732.6,657.5,864.5,716.2","732.0,660.0,862.0,720.0",5950,0.0850062370300293,0.0914890319108963,yellow,0.00016806722851470113,0.62385995388031,0.9539346059163412,,outputs/frame_checks/test_new_architecture_object/q003/q003_t0000.00_det01_context.png,outputs/frame_checks/test_new_architecture_object/q003/q003_t0000.00_det01_bbox_crop.png,outputs/frame_checks/test_new_architecture_object/q003/q003_t0000.00_det01_sam_mask.png,outputs/frame_checks/test_new_architecture_object/q003/q003_t0000.00_det01_masked_crop.png,outputs/frame_checks/test_new_architecture_object/q003/q003_t0000.00_det01_debug.png
test_new_architecture_object,q003,video_01,0.500,15,1,2,a yellow car,,a yellow car,0.655407726764679,"564.1,461.8,679.0,517.0","566.0,467.0,678.0,515.0",3839,0.06534089893102646,0.07838839292526245,yellow,0.01849439926445484,0.48559591770172117,0.6797626071506077,,outputs/frame_checks/test_new_architecture_object/q003/q003_t0000.50_det01_context.png,outputs/frame_checks/test_new_architecture_object/q003/q003_t0000.50_det01_bbox_crop.png,outputs/frame_checks/test_new_architecture_object/q003/q003_t0000.50_det01_sam_mask.png,outputs/frame_checks/test_new_architecture_object/q003/q003_t0000.50_det01_masked_crop.png,outputs/frame_checks/test_new_architecture_object/q003/q003_t0000.50_det01_debug.png
